state1,state2,DOM_RTED,DOM_Levenshtein,DOM_contentHash,DOM_SIMHASH,VISUAL_BlockHash,VISUAL_PHash,VISUAL_Hyst,VISUAL_PDiff,VISUAL_SIFT,VISUAL_SSIM,TLSH_nativ,TLSH_hash2vec,Human
state5,state2,False,False,False,False,False,False,True,True,False,False,False,False,False
state5,state4,True,True,True,True,True,True,True,True,False,False,True,True,True
state5,state450,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state288,True,True,True,True,True,False,True,False,False,False,True,True,False
state5,state320,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state441,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state323,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state444,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state289,True,False,True,True,True,False,True,False,False,False,False,False,False
state5,state564,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state446,True,True,True,True,True,False,True,False,False,False,True,True,False
state5,state206,True,False,True,True,False,False,True,False,False,False,False,False,False
state5,state327,True,True,True,True,False,False,True,False,False,False,True,True,False
state5,state205,True,True,True,True,False,False,True,False,False,False,True,True,False
state5,state447,True,False,True,True,True,False,True,False,False,False,False,False,False
state5,state56,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state328,True,False,True,True,False,False,True,False,False,False,False,False,False
state5,state40,True,True,True,True,True,False,True,True,False,False,True,False,False
state5,state181,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,index,False,False,False,False,False,False,True,True,False,False,False,False,False
state5,state187,True,True,True,True,True,False,True,True,False,False,True,False,False
state5,state220,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state461,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state455,True,False,True,True,False,False,True,False,False,False,False,False,False
state5,state454,True,True,True,True,False,False,True,False,False,False,True,False,False
state5,state217,True,False,True,True,True,False,True,False,False,False,False,False,False
state5,state338,True,True,True,True,False,False,True,False,False,False,True,True,False
state5,state216,True,True,True,True,False,False,True,False,False,False,True,False,False
state5,state458,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state339,True,False,True,True,False,False,True,False,False,False,False,False,False
state5,state191,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state194,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state470,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state464,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state100,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state188,True,False,True,True,True,False,True,True,False,False,False,False,False
state5,state103,True,False,True,True,True,False,True,True,False,False,False,False,False
state5,state223,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state102,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state226,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state501,True,True,True,True,True,False,True,False,False,False,True,True,False
state5,state467,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state502,True,False,True,True,True,False,True,False,False,False,False,False,False
state5,state505,True,True,True,True,True,False,True,True,False,False,True,True,False
state5,state34,True,True,True,False,True,False,True,True,False,False,True,False,False
state5,state229,True,True,True,True,True,False,True,True,False,False,True,True,False
