state1,state2,DOM_RTED,DOM_Levenshtein,DOM_contentHash,DOM_SIMHASH,VISUAL_BlockHash,VISUAL_PHash,VISUAL_Hyst,VISUAL_PDiff,VISUAL_SIFT,VISUAL_SSIM,TLSH_nativ,TLSH_hash2vec,Human
state9,state50,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state5,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state172,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state7,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state570,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1,True,False,False,True,True,True,True,True,True,True,True,False,False
state9,state175,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1015,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1257,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state321,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state565,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state686,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state721,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state324,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state841,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state962,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state206,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1250,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1095,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state329,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state57,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state846,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state967,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state606,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state41,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,index,True,False,False,True,True,True,True,True,True,True,False,False,False
state9,state180,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1144,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1022,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1264,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state460,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1029,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1149,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state187,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state452,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state455,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state851,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state972,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state336,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state577,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1141,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state613,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state216,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state219,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state45,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state858,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1277,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state194,True,True,True,True,True,True,True,True,True,True,True,True,True
state9,state231,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state101,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state981,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state345,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state224,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state467,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state106,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state502,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state867,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state988,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state509,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1047,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1200,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state362,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state241,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state750,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state355,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1164,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state115,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1042,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1284,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state118,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state636,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state518,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state759,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state913,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state26,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state918,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1218,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1176,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state251,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state130,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1215,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state495,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state891,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state123,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state882,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1050,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state488,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state400,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state369,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state643,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1173,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state527,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state648,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state98,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state17,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state86,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1100,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1105,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state385,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state142,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state376,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1181,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state532,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state774,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state655,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1065,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state258,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state139,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state898,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state89,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state779,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state815,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state539,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1119,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1233,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state270,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1110,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state393,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state154,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state275,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state1192,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state147,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state664,False,False,False,True,True,True,True,True,True,True,False,False,False
state9,state267,False,False,False,True,True,True,True,True,True,True,False,False,False
